DYPT.BRANCH_NAM,DYPT.ACCEPT_DT,DYPT.ORDER_ID,DYPT.SN,DYPT.LAB_NAM_COMBINED,DYPT.MS
深圳,2021/04/30 15:31:02,2021043015310236001818306,304,"""沉默反馈用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(0,19]"",""上月超套语音费用(30,60]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(200,inf]"",""上月MOU在(30,60]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2024/10/01 01:53:32,2024100101533237403303824,305,"""沉默反馈用户"",""高风险用户"",""高价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(59,99]"",""上月超套语音费用(60,100]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2022/07/15 11:37:37,2022071511373794867602957,306,"""沉默反馈用户"",""高风险用户"",""低价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(99,139]"",""上月超套语音费用(0,10]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2022/07/19 13:11:31,2022071913113109794363201,307,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(19,59]"",""上月超套语音费用(100,200]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(30,50]"",""上月MOU在(100,inf]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2023/03/18 02:48:53,2023031802485365742588170,308,"""投诉用户"",""黑名单用户"",""中价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(19,59]"",""上月超套语音费用(100,200]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(50,100]"",""上月MOU在(30,60]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2022/12/24 17:33:26,2022122417332668491452137,309,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(99,139]"",""上月超套语音费用(30,60]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(60,100]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2023/12/29 04:26:58,2023122904265845348239047,310,"""咨询用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(99,139]"",""上月超套语音费用(10,30]"",""上月超套流量费用(100,inf]"",""上月折后ARPU在(0,30]"",""上月MOU在(60,100]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2023/06/14 07:53:50,2023061407535079068594379,311,"""咨询用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(19,59]"",""上月超套语音费用(10,30]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(0,30]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2022/11/08 05:48:57,2022110805485747332358212,312,"""投诉用户"",""高风险用户"",""低价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(169,269]"",""上月超套语音费用(10,30]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(0,30]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2024/10/30 01:00:19,2024103001001901314207291,313,"""咨询用户"",""高风险用户"",""低价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(19,59]"",""上月超套语音费用(60,100]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2022/09/21 13:18:42,2022092113184274978531189,314,"""投诉用户"",""高风险用户"",""高价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(169,269]"",""上月超套语音费用(30,60]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(50,100]"",""上月MOU在(0,30]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2023/04/30 03:12:53,2023043003125307810687668,315,"""投诉用户"",""高风险用户"",""中价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(59,99]"",""上月超套语音费用(0,10]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(50,100]"",""上月MOU在(30,60]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2024/02/27 12:57:22,2024022712572206036877468,316,"""沉默反馈用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(0,19]"",""上月超套语音费用(30,60]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(30,60]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2021/01/08 11:20:50,2021010811205039609964419,317,"""沉默反馈用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(0,19]"",""上月超套语音费用(0,10]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(0,30]"",""上月MOU在(60,100]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2021/10/23 01:51:19,2021102301511969300768339,318,"""咨询用户"",""高风险用户"",""低价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(99,139]"",""上月超套语音费用(100,200]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(30,50]"",""上月MOU在(60,100]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2021/07/31 03:41:53,2021073103415362504133234,319,"""投诉用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(99,139]"",""上月超套语音费用(200,inf]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(60,100]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2021/02/23 15:14:15,2021022315141562718464528,320,"""沉默反馈用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(59,99]"",""上月超套语音费用(30,60]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(50,100]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2021/09/16 15:07:14,2021091615071414293712744,321,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(169,269]"",""上月超套语音费用(60,100]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(30,50]"",""上月MOU在(60,100]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2022/02/06 16:55:35,2022020616553582091098701,322,"""沉默反馈用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(169,269]"",""上月超套语音费用(100,200]"",""上月超套流量费用(100,inf]"",""上月折后ARPU在(100,200]"",""上月MOU在(0,30]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2021/03/29 02:48:14,2021032902481499996858542,323,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(0,19]"",""上月超套语音费用(100,200]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(50,100]"",""上月MOU在(30,60]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2023/12/09 23:46:20,2023120923462078554063836,324,"""沉默反馈用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(169,269]"",""上月超套语音费用(0,10]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(200,inf]"",""上月MOU在(0,30]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2022/05/18 10:29:00,2022051810290086506571672,325,"""投诉用户"",""高风险用户"",""中价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(0,19]"",""上月超套语音费用(200,inf]"",""上月超套流量费用(100,inf]"",""上月折后ARPU在(30,50]"",""上月MOU在(30,60]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2023/02/23 11:13:10,2023022311131082490562894,326,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(1000,inf]"",""主套餐月租费(139,169]"",""上月超套语音费用(30,60]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(50,100]"",""上月MOU在(60,100]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2021/12/01 01:30:30,2021120101303016501658374,327,"""投诉用户"",""黑名单用户"",""中价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(19,59]"",""上月超套语音费用(10,30]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(30,60]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2022/01/17 09:53:19,2022011709531957961645153,328,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(139,169]"",""上月超套语音费用(100,200]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(30,50]"",""上月MOU在(30,60]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2023/04/24 03:48:56,2023042403485633754825072,329,"""沉默反馈用户"",""黑名单用户"",""中价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(99,139]"",""上月超套语音费用(30,60]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(0,30]"",""上月MOU在(60,100]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2024/09/03 07:31:30,2024090307313098403095687,330,"""咨询用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(139,169]"",""上月超套语音费用(10,30]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2024/07/06 22:36:56,2024070622365688783524249,331,"""沉默反馈用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(19,59]"",""上月超套语音费用(0,10]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(60,100]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2022/08/13 16:30:59,2022081316305910603488702,332,"""投诉用户"",""黑名单用户"",""中价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(59,99]"",""上月超套语音费用(60,100]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(30,60]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2023/02/01 12:57:59,2023020112575901656088739,333,"""投诉用户"",""黑名单用户"",""中价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(0,19]"",""上月超套语音费用(60,100]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2021/05/30 02:43:48,2021053002434804725803603,334,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(139,169]"",""上月超套语音费用(200,inf]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(50,100]"",""上月MOU在(30,60]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2021/09/09 16:42:06,2021090916420657049269314,335,"""投诉用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(169,269]"",""上月超套语音费用(30,60]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(0,30]"",""上月MOU在(60,100]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2022/06/03 22:27:40,2022060322274065671791958,336,"""沉默反馈用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(59,99]"",""上月超套语音费用(30,60]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(200,inf]"",""上月MOU在(60,100]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2022/02/18 15:56:42,2022021815564274973233063,337,"""沉默反馈用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(19,59]"",""上月超套语音费用(60,100]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(100,200]"",""上月MOU在(60,100]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2023/03/18 04:23:09,2023031804230980057079413,338,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(139,169]"",""上月超套语音费用(30,60]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(50,100]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2021/03/30 21:03:45,2021033021034585035004179,339,"""投诉用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(169,269]"",""上月超套语音费用(0,10]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(100,200]"",""上月MOU在(30,60]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2024/06/04 14:25:58,2024060414255874321935683,340,"""沉默反馈用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(139,169]"",""上月超套语音费用(0,10]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(50,100]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2022/03/22 23:42:49,2022032223424900501307008,341,"""投诉用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(19,59]"",""上月超套语音费用(30,60]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(30,50]"",""上月MOU在(30,60]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2022/12/02 22:01:56,2022120222015638981871921,342,"""沉默反馈用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(99,139]"",""上月超套语音费用(10,30]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(30,50]"",""上月MOU在(30,60]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2022/10/03 05:13:49,2022100305134962723085080,343,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(1000,inf]"",""主套餐月租费(19,59]"",""上月超套语音费用(60,100]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(60,100]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2023/09/09 10:33:57,2023090910335718624340536,344,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(99,139]"",""上月超套语音费用(10,30]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(50,100]"",""上月MOU在(60,100]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2023/12/24 10:55:55,2023122410555552133048932,345,"""沉默反馈用户"",""黑名单用户"",""高价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(19,59]"",""上月超套语音费用(0,10]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(30,50]"",""上月MOU在(60,100]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2022/02/09 07:34:18,2022020907341855433170260,346,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(0,19]"",""上月超套语音费用(30,60]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(60,100]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2024/07/01 04:57:02,2024070104570297053064861,347,"""投诉用户"",""高风险用户"",""中价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(169,269]"",""上月超套语音费用(60,100]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(100,200]"",""上月MOU在(30,60]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2022/04/21 11:32:01,2022042111320181311195251,348,"""投诉用户"",""黑名单用户"",""高价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(0,19]"",""上月超套语音费用(60,100]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(50,100]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2024/05/28 07:46:50,2024052807465052939367924,349,"""咨询用户"",""黑名单用户"",""中价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(139,169]"",""上月超套语音费用(200,inf]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(30,50]"",""上月MOU在(100,inf]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2024/08/13 00:44:24,2024081300442492990861405,350,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(0,19]"",""上月超套语音费用(0,10]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(200,inf]"",""上月MOU在(30,60]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2023/10/31 07:03:57,2023103107035740789448099,351,"""投诉用户"",""黑名单用户"",""低价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(19,59]"",""上月超套语音费用(0,10]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(50,100]"",""上月MOU在(0,30]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2022/10/24 06:40:51,2022102406405109388237501,352,"""沉默反馈用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(99,139]"",""上月超套语音费用(30,60]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(0,30]"",""上月MOU在(30,60]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2024/07/01 20:59:42,2024070120594220341498491,353,"""投诉用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(139,169]"",""上月超套语音费用(200,inf]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(0,30]"",""上月MOU在(0,30]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2023/02/20 13:04:22,2023022013042261563583621,354,"""咨询用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(169,269]"",""上月超套语音费用(60,100]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(0,30]"",""上月MOU在(100,inf]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2024/12/14 16:13:41,2024121416134197139710921,355,"""投诉用户"",""黑名单用户"",""高价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(139,169]"",""上月超套语音费用(0,10]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(0,30]"",""上月MOU在(30,60]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2024/02/03 14:06:55,2024020314065583793912957,356,"""咨询用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(169,269]"",""上月超套语音费用(10,30]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2023/02/06 23:31:57,2023020623315716537416950,357,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(169,269]"",""上月超套语音费用(100,200]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(50,100]"",""上月MOU在(30,60]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2023/05/19 03:14:30,2023051903143087660396714,358,"""投诉用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(139,169]"",""上月超套语音费用(30,60]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(50,100]"",""上月MOU在(30,60]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2024/03/31 03:42:12,2024033103421256383443695,359,"""沉默反馈用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(59,99]"",""上月超套语音费用(0,10]"",""上月超套流量费用(100,inf]"",""上月折后ARPU在(50,100]"",""上月MOU在(100,inf]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2021/08/28 15:27:39,2021082815273914015118465,360,"""投诉用户"",""黑名单用户"",""中价值用户"",""本月截至当前使用总流量(1000,inf]"",""主套餐月租费(19,59]"",""上月超套语音费用(100,200]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(100,inf]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2021/02/08 09:04:45,2021020809044573681331160,361,"""投诉用户"",""黑名单用户"",""高价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(19,59]"",""上月超套语音费用(0,10]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(50,100]"",""上月MOU在(30,60]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2023/08/11 11:35:34,2023081111353498246427170,362,"""咨询用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(19,59]"",""上月超套语音费用(30,60]"",""上月超套流量费用(100,inf]"",""上月折后ARPU在(100,200]"",""上月MOU在(100,inf]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2022/11/30 20:58:04,2022113020580484666291281,363,"""投诉用户"",""黑名单用户"",""低价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(169,269]"",""上月超套语音费用(10,30]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2024/10/02 14:44:32,2024100214443247238421103,364,"""咨询用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(139,169]"",""上月超套语音费用(0,10]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(60,100]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2023/04/26 04:25:40,2023042604254004508686138,365,"""咨询用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(139,169]"",""上月超套语音费用(10,30]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2023/11/02 15:02:54,2023110215025400910216364,366,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(0,19]"",""上月超套语音费用(0,10]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(0,30]"",""上月MOU在(0,30]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2024/08/18 23:12:21,2024081823122186311312016,367,"""投诉用户"",""黑名单用户"",""中价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(99,139]"",""上月超套语音费用(0,10]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2024/03/04 04:01:52,2024030404015224449900912,368,"""咨询用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(139,169]"",""上月超套语音费用(10,30]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(30,50]"",""上月MOU在(60,100]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2023/02/02 11:34:14,2023020211341496372819075,369,"""投诉用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(0,19]"",""上月超套语音费用(10,30]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(0,30]"",""上月MOU在(30,60]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2024/03/27 06:13:16,2024032706131642824448797,370,"""咨询用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(99,139]"",""上月超套语音费用(200,inf]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2022/06/17 04:34:10,2022061704341062800552531,371,"""咨询用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(19,59]"",""上月超套语音费用(100,200]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(50,100]"",""上月MOU在(30,60]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2023/05/07 03:06:01,2023050703060169866126401,372,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(139,169]"",""上月超套语音费用(100,200]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2021/08/27 11:23:01,2021082711230157723139857,373,"""投诉用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(19,59]"",""上月超套语音费用(100,200]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(0,30]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2021/09/30 13:06:27,2021093013062706961812347,374,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(139,169]"",""上月超套语音费用(100,200]"",""上月超套流量费用(100,inf]"",""上月折后ARPU在(30,50]"",""上月MOU在(60,100]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2021/04/01 17:19:40,2021040117194011147564897,375,"""咨询用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(1000,inf]"",""主套餐月租费(139,169]"",""上月超套语音费用(30,60]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(30,60]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2022/07/26 12:04:58,2022072612045873034470261,376,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(59,99]"",""上月超套语音费用(30,60]"",""上月超套流量费用(100,inf]"",""上月折后ARPU在(100,200]"",""上月MOU在(60,100]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
